age,education,eddummy1,eddummy2,eddummy3,eddummy4,earnings,d1,hours
46,16,0,0,0,1,24500,1,2530
43,17,0,0,0,1,60000,1,2505
34,16,0,0,0,1,28865,1,1960
39,14,0,0,1,0,48600,1,2450
50,16,0,0,0,1,104000,1,2346
42,12,0,1,0,0,49550,1,1880
37,12,0,1,0,0,38000,1,2285
35,14,0,0,1,0,15250,1,860
44,,,,,,,,
45,12,0,1,0,0,40000,1,2115
32,17,0,0,0,1,90000,1,2940
42,12,0,1,0,0,24600,1,1936
38,12,0,1,0,0,20300,1,2052
36,12,0,1,0,0,24000,1,1396
35,12,0,1,0,0,35000,1,2400
38,13,0,0,1,0,48000,1,2178
43,13,0,0,1,0,110000,1,2940
47,14,0,0,1,0,45000,1,3048
32,12,0,1,0,0,32350,1,2510
45,17,0,0,0,1,87000,1,2250
36,14,0,0,1,0,35000,1,1545
30,15,0,0,1,0,50000,1,2350
38,12,0,1,0,0,8000,1,1658
32,12,0,1,0,0,36690,1,3380
30,16,0,0,0,1,37000,1,2604
36,17,0,0,0,1,95000,1,1728
34,17,0,0,0,1,49000,1,916
30,16,0,0,0,1,29700,1,1695
31,13,0,0,1,0,22000,1,1960
31,14,0,0,1,0,32000,1,2860
43,17,0,0,0,1,31000,1,1780
42,16,0,0,0,1,46594,1,1960
43,15,0,0,1,0,34800,1,2500
44,15,0,0,1,0,60000,1,2300
46,17,0,0,0,1,55000,1,2880
49,16,0,0,0,1,24000,1,1552
50,16,0,0,0,1,25000,1,2480
45,13,0,0,1,0,15600,1,2040
40,13,0,0,1,0,21930,1,2767
44,12,0,1,0,0,24000,1,1920
36,16,0,0,0,1,93640,1,2695
33,16,0,0,0,1,73000,1,2106
36,14,0,0,1,0,56450,1,2976
46,14,0,0,1,0,63553,1,2106
36,12,0,1,0,0,33000,1,1392
45,16,0,0,0,1,72000,1,2250
37,,,,,,,,
32,12,0,1,0,0,7500,1,864
31,13,0,0,1,0,18925,1,2214
40,16,0,0,0,1,44831,1,1949
40,12,0,1,0,0,31000,1,2600
35,12,0,1,0,0,25000,1,1877
33,12,0,1,0,0,25000,1,2016
31,14,0,0,1,0,16000,1,1959
46,12,0,1,0,0,28000,1,2040
37,14,0,0,1,0,8560,1,3120
46,13,0,0,1,0,27600,1,2016
33,14,0,0,1,0,30000,1,2500
43,17,0,0,0,1,32000,1,1880
42,16,0,0,0,1,6800,1,1912
38,17,0,0,0,1,43000,1,2100
34,17,0,0,0,1,48000,1,2380
33,16,0,0,0,1,43000,1,2016
34,17,0,0,0,1,40000,1,2232
46,17,0,0,0,1,60000,1,2880
43,16,0,0,0,1,75300,1,2165
38,16,0,0,0,1,76449,1,2223
44,17,0,0,0,1,55000,1,2115
43,14,0,0,1,0,55000,1,2370
38,13,0,0,1,0,26000,1,1950
39,16,0,0,0,1,151275,1,2550
40,13,0,0,1,0,70000,1,2460
39,16,0,0,0,1,25690,1,1380
34,16,0,0,0,1,90960,1,1920
49,16,0,0,0,1,400000,1,2240
42,13,0,0,1,0,45000,1,2016
44,15,0,0,1,0,50000,1,2205
42,15,0,0,1,0,50000,1,1960
45,16,0,0,0,1,41143,1,2285
36,13,0,0,1,0,15000,1,1048
34,12,0,1,0,0,32000,1,4624
34,16,0,0,0,1,48000,1,2518
33,16,0,0,0,1,46200,1,1896
43,16,0,0,0,1,47200,1,2020
37,12,0,1,0,0,0,0,0
41,17,0,0,0,1,61000,1,1747
40,16,0,0,0,1,41185,1,2395
38,14,0,0,1,0,29000,1,2030
32,13,0,0,1,0,3800,1,1041
34,,,,,,,,
36,14,0,0,1,0,17600,1,2205
31,14,0,0,1,0,29000,1,2009
33,12,0,1,0,0,21000,1,2300
32,14,0,0,1,0,50000,1,2760
32,12,0,1,0,0,38000,1,2244
32,12,0,1,0,0,35000,1,2450
36,12,0,1,0,0,0,0,0
40,14,0,0,1,0,38000,1,1800
30,12,0,1,0,0,48000,1,3442
40,12,0,1,0,0,52000,1,2450
41,,,,,,,,
36,12,0,1,0,0,52325,1,2376
35,12,0,1,0,0,44629,1,3036
34,12,0,1,0,0,17000,1,2313
32,12,0,1,0,0,15750,1,2492
30,11,1,0,0,0,17000,1,2100
39,13,0,0,1,0,35000,1,2132
37,17,0,0,0,1,32000,1,1680
34,14,0,0,1,0,53000,1,2190
40,12,0,1,0,0,20000,1,2467
32,12,0,1,0,0,26800,1,3340
30,12,0,1,0,0,22800,1,1960
32,12,0,1,0,0,73500,1,2700
32,12,0,1,0,0,39114,1,3438
42,13,0,0,1,0,30952,1,2204
38,14,0,0,1,0,10000,1,765
41,16,0,0,0,1,120000,1,1464
38,16,0,0,0,1,24150,1,2500
37,12,0,1,0,0,27000,1,2000
34,,,,,,,,
33,12,0,1,0,0,0,0,0
38,12,0,1,0,0,28500,1,2010
42,14,0,0,1,0,20664,1,1928
37,12,0,1,0,0,28000,1,2550
44,17,0,0,0,1,105400,1,2453
43,17,0,0,0,1,71000,1,2480
45,16,0,0,0,1,50000,1,4410
30,12,0,1,0,0,27000,1,2340
46,16,0,0,0,1,25000,1,1800
47,16,0,0,0,1,28440,1,1880
47,13,0,0,1,0,1180,1,320
43,12,0,1,0,0,28000,1,1960
41,8,1,0,0,0,0,0,0
36,17,0,0,0,1,46000,1,2366
39,12,0,1,0,0,45000,1,2160
36,13,0,0,1,0,7905,1,1311
45,15,0,0,1,0,92000,1,3100
33,14,0,0,1,0,23700,1,2266
36,12,0,1,0,0,20000,1,1704
45,17,0,0,0,1,62000,1,2640
49,12,0,1,0,0,26000,1,2566
43,12,0,1,0,0,31000,1,1504
41,12,0,1,0,0,34146,1,1880
38,15,0,0,1,0,2948,1,688
32,12,0,1,0,0,14150,1,2040
35,14,0,0,1,0,54550,1,1980
32,16,0,0,0,1,13500,1,1813
43,16,0,0,0,1,89000,1,1670
42,15,0,0,1,0,60000,1,2750
44,12,0,1,0,0,33078,1,2290
30,16,0,0,0,1,47000,1,4160
31,15,0,0,1,0,12000,1,1368
30,16,0,0,0,1,34000,1,1968
32,12,0,1,0,0,40000,1,2300
47,15,0,0,1,0,32000,1,2300
38,17,0,0,0,1,37075,1,1778
30,14,0,0,1,0,31500,1,1496
43,12,0,1,0,0,32000,1,2020
39,12,0,1,0,0,31557,1,2110
38,12,0,1,0,0,24000,1,1974
36,12,0,1,0,0,28402,1,2205
32,16,0,0,0,1,23500,1,2187
44,14,0,0,1,0,23923,1,2341
32,12,0,1,0,0,7600,1,1260
44,17,0,0,0,1,57915,1,2397
48,17,0,0,0,1,60000,1,1920
39,14,0,0,1,0,48000,1,1840
30,13,0,0,1,0,8000,1,746
37,12,0,1,0,0,16500,1,1968
33,12,0,1,0,0,14000,1,2036
41,14,0,0,1,0,13700,1,2400
49,12,0,1,0,0,35000,1,2500
33,12,0,1,0,0,32800,1,2254
49,13,0,0,1,0,30000,1,3640
48,12,0,1,0,0,25000,1,2280
30,13,0,0,1,0,6000,1,680
48,12,0,1,0,0,32000,1,2240
37,17,0,0,0,1,55000,1,2058
47,15,0,0,1,0,40000,1,1520
49,10,1,0,0,0,24600,1,1312
46,16,0,0,0,1,12831,1,1108
50,16,0,0,0,1,105000,1,4155
41,17,0,0,0,1,74000,1,2000
38,13,0,0,1,0,26037,1,2016
43,12,0,1,0,0,34000,1,1936
48,17,0,0,0,1,72000,1,2385
41,16,0,0,0,1,25163,1,352
41,16,0,0,0,1,111131,1,2300
48,12,0,1,0,0,67000,1,2916
45,13,0,0,1,0,27000,1,1981
41,13,0,0,1,0,0,0,0
44,16,0,0,0,1,65730,1,2460
41,17,0,0,0,1,48831,1,2662
37,14,0,0,1,0,48000,1,2410
33,17,0,0,0,1,193000,1,2500
35,17,0,0,0,1,48500,1,2420
31,17,0,0,0,1,50000,1,2371
44,16,0,0,0,1,20880,1,1208
37,12,0,1,0,0,26000,1,2397
40,17,0,0,0,1,120000,1,2032
48,13,0,0,1,0,49000,1,2016
36,16,0,0,0,1,41000,1,2390
30,13,0,0,1,0,39075,1,3150
38,12,0,1,0,0,37000,1,2525
42,14,0,0,1,0,24180,1,2510
37,12,0,1,0,0,50837,1,2218
34,16,0,0,0,1,55584,1,2430
37,16,0,0,0,1,42000,1,1422
30,14,0,0,1,0,28000,1,1950
35,14,0,0,1,0,70000,1,3000
43,8,1,0,0,0,10800,1,2008
30,16,0,0,0,1,54000,1,2450
44,17,0,0,0,1,44000,1,2660
35,16,0,0,0,1,49600,1,2490
39,16,0,0,0,1,30000,1,1976
44,16,0,0,0,1,10625,1,1250
38,12,0,1,0,0,28000,1,3600
40,12,0,1,0,0,24700,1,1947
36,12,0,1,0,0,13500,1,1960
44,12,0,1,0,0,31000,1,2600
45,,,,,,,,
34,11,1,0,0,0,11000,1,1482
46,12,0,1,0,0,20300,1,2000
50,12,0,1,0,0,0,0,2750
42,16,0,0,0,1,11000,1,1677
46,15,0,0,1,0,10024,1,2304
37,14,0,0,1,0,51419,1,2208
49,17,0,0,0,1,41000,1,2296
37,16,0,0,0,1,50000,1,2420
39,16,0,0,0,1,63312,1,2400
30,17,0,0,0,1,47750,1,3315
39,16,0,0,0,1,47000,1,2115
38,12,0,1,0,0,47000,1,2400
33,16,0,0,0,1,45000,1,1960
34,15,0,0,1,0,50000,1,2530
37,16,0,0,0,1,114000,1,2360
44,16,0,0,0,1,99000,1,2490
39,15,0,0,1,0,17000,1,2500
37,12,0,1,0,0,34000,1,2700
31,14,0,0,1,0,29000,1,2196
39,12,0,1,0,0,38000,1,2000
33,12,0,1,0,0,56000,1,1949
39,14,0,0,1,0,45000,1,2520
30,16,0,0,0,1,22000,1,2028
46,17,0,0,0,1,78000,1,2530
47,12,0,1,0,0,14805,1,1610
30,16,0,0,0,1,54000,1,1952
40,12,0,1,0,0,32365,1,1944
43,16,0,0,0,1,25580,1,4160
31,13,0,0,1,0,14558,1,1476
35,12,0,1,0,0,44156,1,2120
39,12,0,1,0,0,43221,1,2450
37,16,0,0,0,1,57034,1,2162
32,16,0,0,0,1,60000,1,2040
35,16,0,0,0,1,53000,1,2450
46,17,0,0,0,1,77000,1,2041
42,16,0,0,0,1,88000,1,3000
36,12,0,1,0,0,27500,1,2232
33,12,0,1,0,0,18032,1,2254
43,17,0,0,0,1,40000,1,2008
41,12,0,1,0,0,39000,1,2550
32,15,0,0,1,0,7325,1,2550
48,12,0,1,0,0,0,0,0
39,16,0,0,0,1,50000,1,3250
40,12,0,1,0,0,25000,1,3060
35,12,0,1,0,0,21800,1,2040
38,16,0,0,0,1,40000,1,2230
37,15,0,0,1,0,28000,1,2132
45,9,1,0,0,0,31450,1,3000
48,12,0,1,0,0,49500,1,1950
38,16,0,0,0,1,62000,1,2330
39,16,0,0,0,1,36500,1,3000
38,16,0,0,0,1,75000,1,3000
39,14,0,0,1,0,46000,1,1920
42,15,0,0,1,0,115000,1,2183
31,16,0,0,0,1,32000,1,1984
37,12,0,1,0,0,47000,1,2450
33,16,0,0,0,1,50000,1,2988
50,12,0,1,0,0,0,0,0
40,16,0,0,0,1,11963,1,3927
30,12,0,1,0,0,10830,1,2072
42,14,0,0,1,0,29600,1,2236
37,14,0,0,1,0,25000,1,2300
34,16,0,0,0,1,25000,1,2340
35,11,1,0,0,0,27000,1,2040
32,12,0,1,0,0,24000,1,2352
30,12,0,1,0,0,25000,1,2750
37,17,0,0,0,1,38000,1,2838
30,13,0,0,1,0,20000,1,3780
41,14,0,0,1,0,32500,1,2392
43,12,0,1,0,0,27716,1,1970
43,12,0,1,0,0,22000,1,1500
44,8,1,0,0,0,17000,1,2024
43,12,0,1,0,0,28000,1,2030
31,12,0,1,0,0,37000,1,2102
42,10,1,0,0,0,17993,1,2120
39,10,1,0,0,0,31000,1,2305
50,12,0,1,0,0,16500,1,1840
34,9,1,0,0,0,17754,1,1972
34,14,0,0,1,0,24050,1,3208
42,12,0,1,0,0,16100,1,1744
41,12,0,1,0,0,21000,1,1443
44,16,0,0,0,1,50000,1,3000
30,12,0,1,0,0,37000,1,2392
46,12,0,1,0,0,30000,1,3120
33,12,0,1,0,0,39000,1,2600
46,12,0,1,0,0,38500,1,1960
38,17,0,0,0,1,40150,1,1837
36,11,1,0,0,0,30000,1,3570
36,11,1,0,0,0,14400,1,1600
36,12,0,1,0,0,33000,1,2208
38,17,0,0,0,1,35000,1,3580
45,13,0,0,1,0,26500,1,2100
44,12,0,1,0,0,17000,1,1920
32,12,0,1,0,0,25500,1,2460
37,12,0,1,0,0,43800,1,3120
40,16,0,0,0,1,49000,1,2585
43,17,0,0,0,1,19502,1,2080
39,14,0,0,1,0,19250,1,2500
32,12,0,1,0,0,32000,1,3000
32,14,0,0,1,0,30500,1,2408
44,15,0,0,1,0,15000,1,2024
44,17,0,0,0,1,42000,1,1888
45,17,0,0,0,1,44000,1,1980
37,13,0,0,1,0,26000,1,1984
34,12,0,1,0,0,7340,1,2049
50,17,0,0,0,1,92056,1,2520
35,10,1,0,0,0,17000,1,1920
37,12,0,1,0,0,250,1,40
33,10,1,0,0,0,31000,1,2041
32,12,0,1,0,0,31000,1,960
36,12,0,1,0,0,8200,1,1467
38,12,0,1,0,0,29707,1,2250
34,12,0,1,0,0,22350,1,2144
48,17,0,0,0,1,24500,1,2652
47,12,0,1,0,0,52000,1,2350
40,13,0,0,1,0,22800,1,1927
39,12,0,1,0,0,38000,1,2520
50,16,0,0,0,1,82000,1,2414
49,17,0,0,0,1,62664,1,2400
32,16,0,0,0,1,45123,1,2245
31,14,0,0,1,0,32600,1,2092
33,12,0,1,0,0,34000,1,2750
48,14,0,0,1,0,33000,1,1920
44,16,0,0,0,1,19000,1,1200
43,12,0,1,0,0,31000,1,2576
46,17,0,0,0,1,42310,1,2140
42,17,0,0,0,1,500000,1,2640
45,12,0,1,0,0,17000,1,3120
39,12,0,1,0,0,10000,1,2110
30,10,1,0,0,0,20000,1,2500
42,11,1,0,0,0,19000,1,1960
37,12,0,1,0,0,6430,1,2860
46,12,0,1,0,0,56000,1,2612
50,11,1,0,0,0,15450,1,3900
30,12,0,1,0,0,17000,1,2250
31,12,0,1,0,0,23000,1,1974
46,16,0,0,0,1,3000,1,192
38,17,0,0,0,1,30000,1,1696
30,14,0,0,1,0,25100,1,2821
31,14,0,0,1,0,16000,1,1716
41,12,0,1,0,0,11800,1,1892
37,12,0,1,0,0,21500,1,2020
47,11,1,0,0,0,13260,1,2520
32,12,0,1,0,0,23000,1,1912
31,12,0,1,0,0,22000,1,1880
37,12,0,1,0,0,14000,1,3040
42,15,0,0,1,0,32700,1,1896
37,12,0,1,0,0,56000,1,2178
38,14,0,0,1,0,41574,1,2600
36,13,0,0,1,0,54000,1,2900
40,16,0,0,0,1,33000,1,1988
39,12,0,1,0,0,28568,1,2250
37,12,0,1,0,0,36000,1,1934
46,15,0,0,1,0,59000,1,2160
34,16,0,0,0,1,40000,1,3160
46,7,1,0,0,0,0,0,0
31,9,1,0,0,0,0,0,0
46,16,0,0,0,1,45800,1,2530
41,12,0,1,0,0,42600,1,2100
31,11,1,0,0,0,13000,1,2702
36,16,0,0,0,1,42300,1,2940
36,16,0,0,0,1,47000,1,2380
31,12,0,1,0,0,32800,1,2750
38,17,0,0,0,1,36508,1,2450
38,16,0,0,0,1,20000,1,2250
40,12,0,1,0,0,57000,1,2430
44,17,0,0,0,1,60000,1,2028
36,16,0,0,0,1,50000,1,2367
30,12,0,1,0,0,0,0,0
30,16,0,0,0,1,68000,1,3055
30,13,0,0,1,0,33540,1,2028
36,12,0,1,0,0,26500,1,1948
33,12,0,1,0,0,24056,1,2328
43,13,0,0,1,0,48000,1,2500
40,12,0,1,0,0,11417,1,2142
36,13,0,0,1,0,7000,1,1915
47,12,0,1,0,0,41150,1,3092
42,17,0,0,0,1,100000,1,2304
36,17,0,0,0,1,48000,1,2684
41,13,0,0,1,0,28000,1,2000
40,17,0,0,0,1,62800,1,2229
37,16,0,0,0,1,35000,1,2250
42,17,0,0,0,1,43000,1,1750
37,17,0,0,0,1,49000,1,2465
47,13,0,0,1,0,0,0,1300
42,16,0,0,0,1,25000,1,3172
41,14,0,0,1,0,45789,1,3744
46,16,0,0,0,1,20000,1,2040
48,14,0,0,1,0,47000,1,1938
48,17,0,0,0,1,60000,1,3228
42,12,0,1,0,0,21000,1,1672
40,12,0,1,0,0,54000,1,2015
36,12,0,1,0,0,20000,1,2286
34,12,0,1,0,0,12000,1,1908
38,8,1,0,0,0,11000,1,1660
44,12,0,1,0,0,30000,1,3000
38,12,0,1,0,0,67000,1,1994
36,12,0,1,0,0,16000,1,2060
32,13,0,0,1,0,25000,1,1960
35,13,0,0,1,0,1080,1,120
44,13,0,0,1,0,54000,1,1890
41,17,0,0,0,1,10000,1,805
35,12,0,1,0,0,21000,1,2370
35,15,0,0,1,0,12760,1,2175
35,16,0,0,0,1,21549,1,3098
32,16,0,0,0,1,28580,1,2760
43,16,0,0,0,1,21500,1,1912
37,16,0,0,0,1,75000,1,1920
37,13,0,0,1,0,22000,1,2058
35,12,0,1,0,0,18600,1,2117
40,15,0,0,1,0,32000,1,2132
38,12,0,1,0,0,54000,1,2750
33,16,0,0,0,1,47112,1,1968
31,16,0,0,0,1,5000,1,3084
32,12,0,1,0,0,12500,1,2600
30,12,0,1,0,0,29600,1,2360
33,12,0,1,0,0,40000,1,2852
35,12,0,1,0,0,7000,1,1470
34,15,0,0,1,0,29900,1,2000
41,15,0,0,1,0,27713,1,2013
33,12,0,1,0,0,10800,1,1568
34,16,0,0,0,1,3866,1,732
40,12,0,1,0,0,50500,1,2964
33,12,0,1,0,0,40750,1,4220
38,16,0,0,0,1,44000,1,2360
36,12,0,1,0,0,13200,1,1176
34,12,0,1,0,0,29000,1,2112
31,13,0,0,1,0,21200,1,2060
40,13,0,0,1,0,62000,1,2250
38,12,0,1,0,0,34100,1,2016
40,16,0,0,0,1,28000,1,2042
43,16,0,0,0,1,30000,1,2208
36,16,0,0,0,1,26000,1,2380
30,12,0,1,0,0,28000,1,2010
48,16,0,0,0,1,96000,1,1908
45,16,0,0,0,1,56000,1,2480
36,17,0,0,0,1,36000,1,2016
35,11,1,0,0,0,1240,1,1530
45,12,0,1,0,0,30000,1,3060
31,12,0,1,0,0,67000,1,2490
50,12,0,1,0,0,46000,1,3072
46,12,0,1,0,0,25000,1,1561
50,14,0,0,1,0,51200,1,2440
38,15,0,0,1,0,21195,1,2124
45,15,0,0,1,0,43000,1,1946
34,16,0,0,0,1,83500,1,2604
40,17,0,0,0,1,110000,1,2755
30,12,0,1,0,0,22000,1,1936
30,16,0,0,0,1,38000,1,2036
38,16,0,0,0,1,31000,1,2142
32,15,0,0,1,0,59300,1,2021
41,16,0,0,0,1,70120,1,2285
34,16,0,0,0,1,54000,1,2056
39,16,0,0,0,1,54000,1,2000
44,16,0,0,0,1,70000,1,2500
37,14,0,0,1,0,30000,1,2928
37,14,0,0,1,0,8015,1,1443
50,9,1,0,0,0,8504,1,2008
45,9,1,0,0,0,8000,1,2805
41,14,0,0,1,0,38500,1,2205
48,17,0,0,0,1,125000,1,2760
38,15,0,0,1,0,65000,1,2490
35,14,0,0,1,0,14000,1,1837
33,15,0,0,1,0,68000,1,3600
31,12,0,1,0,0,111000,1,2080
44,12,0,1,0,0,26000,1,2388
32,12,0,1,0,0,12000,1,976
30,14,0,0,1,0,75000,1,2736
35,14,0,0,1,0,69000,1,2333
45,16,0,0,0,1,55000,1,2550
32,13,0,0,1,0,20621,1,2393
45,16,0,0,0,1,48000,1,2300
32,16,0,0,0,1,30300,1,3402
37,17,0,0,0,1,69000,1,2450
31,16,0,0,0,1,54000,1,2596
34,17,0,0,0,1,88000,1,2585
48,12,0,1,0,0,44341,1,3918
35,17,0,0,0,1,0,0,0
35,16,0,0,0,1,18161,1,1880
46,13,0,0,1,0,24000,1,3036
42,15,0,0,1,0,38640,1,2896
41,13,0,0,1,0,13000,1,880
43,,,,,,,,
43,12,0,1,0,0,28000,1,2348
45,14,0,0,1,0,262000,1,2695
45,14,0,0,1,0,14400,1,2550
41,12,0,1,0,0,56000,1,1920
38,12,0,1,0,0,32000,1,2496
40,12,0,1,0,0,18389,1,2340
46,15,0,0,1,0,50000,1,3380
40,12,0,1,0,0,24800,1,1930
32,12,0,1,0,0,25000,1,2136
31,11,1,0,0,0,25000,1,2040
50,16,0,0,0,1,44000,1,2718
37,14,0,0,1,0,39300,1,2725
43,13,0,0,1,0,21845,1,2094
33,12,0,1,0,0,20000,1,1840
48,9,1,0,0,0,33000,1,1990
31,14,0,0,1,0,37000,1,2352
31,14,0,0,1,0,28300,1,2020
35,12,0,1,0,0,12000,1,700
38,16,0,0,0,1,51400,1,2170
38,17,0,0,0,1,16500,1,4016
47,16,0,0,0,1,44741,1,3120
47,12,0,1,0,0,50000,1,2205
40,14,0,0,1,0,36300,1,2232
36,17,0,0,0,1,51000,1,2590
42,15,0,0,1,0,120000,1,2695
39,,,,,,,,
35,12,0,1,0,0,18000,1,2040
32,12,0,1,0,0,54500,1,2250
40,16,0,0,0,1,35000,1,1952
43,17,0,0,0,1,29000,1,1840
30,14,0,0,1,0,37000,1,2009
46,17,0,0,0,1,36000,1,2200
35,12,0,1,0,0,0,0,0
38,16,0,0,0,1,35040,1,2633
44,16,0,0,0,1,16820,1,3640
38,15,0,0,1,0,46500,1,1880
32,17,0,0,0,1,50125,1,2560
47,12,0,1,0,0,22000,1,2000
39,16,0,0,0,1,32000,1,1920
40,17,0,0,0,1,37000,1,1464
34,17,0,0,0,1,46327,1,3000
30,12,0,1,0,0,24713,1,2205
43,16,0,0,0,1,42000,1,3000
47,16,0,0,0,1,34520,1,2040
30,15,0,0,1,0,28000,1,2250
41,16,0,0,0,1,20000,1,2000
38,14,0,0,1,0,41000,1,1888
36,12,0,1,0,0,10200,1,1324
34,12,0,1,0,0,31400,1,2302
42,12,0,1,0,0,42000,1,2076
37,10,1,0,0,0,47000,1,2530
32,16,0,0,0,1,45960,1,2159
44,14,0,0,1,0,37000,1,2200
46,,,,,,,,
47,12,0,1,0,0,37000,1,1920
48,15,0,0,1,0,46000,1,2196
38,8,1,0,0,0,500,1,1048
50,10,1,0,0,0,0,0,0
47,9,1,0,0,0,15700,1,2016
31,12,0,1,0,0,43000,1,3060
45,17,0,0,0,1,105000,1,1430
45,12,0,1,0,0,66000,1,1840
40,15,0,0,1,0,51120,1,2083
37,14,0,0,1,0,30000,1,2156
38,16,0,0,0,1,29363,1,3075
34,13,0,0,1,0,10158,1,1547
49,17,0,0,0,1,11280,1,1560
31,11,1,0,0,0,12500,1,2048
30,13,0,0,1,0,15836,1,2772
30,17,0,0,0,1,90000,1,2741
30,12,0,1,0,0,36000,1,3744
30,12,0,1,0,0,54000,1,1500
31,14,0,0,1,0,60000,1,1885
37,12,0,1,0,0,23000,1,1800
35,12,0,1,0,0,21780,1,2002
44,12,0,1,0,0,40000,1,2352
44,15,0,0,1,0,21500,1,3846
33,12,0,1,0,0,26000,1,3000
33,12,0,1,0,0,19355,1,2080
33,12,0,1,0,0,24000,1,2040
42,14,0,0,1,0,39400,1,1976
31,16,0,0,0,1,41000,1,2025
39,,,,,,,,
39,15,0,0,1,0,34697,1,1417
33,17,0,0,0,1,51000,1,2400
34,11,1,0,0,0,56000,1,3380
38,17,0,0,0,1,75000,1,2505
39,17,0,0,0,1,56000,1,2430
31,12,0,1,0,0,0,0,0
44,16,0,0,0,1,35500,1,2181
46,17,0,0,0,1,132000,1,3574
41,16,0,0,0,1,50398,1,3420
42,12,0,1,0,0,35000,1,1990
39,12,0,1,0,0,35000,1,2144
34,12,0,1,0,0,0,0,0
34,17,0,0,0,1,60000,1,800
40,17,0,0,0,1,24000,1,2080
34,14,0,0,1,0,34000,1,2313
44,14,0,0,1,0,20776,1,2733
44,13,0,0,1,0,17000,1,1410
37,16,0,0,0,1,20000,1,2496
30,12,0,1,0,0,30000,1,2148
45,12,0,1,0,0,50000,1,1978
33,12,0,1,0,0,27080,1,2400
31,12,0,1,0,0,1000,1,264
42,12,0,1,0,0,44700,1,2872
38,17,0,0,0,1,40000,1,3280
42,12,0,1,0,0,23500,1,2500
44,11,1,0,0,0,7490,1,985
42,17,0,0,0,1,58000,1,1991
43,12,0,1,0,0,23052,1,2040
37,12,0,1,0,0,22000,1,1960
40,12,0,1,0,0,30100,1,1905
38,16,0,0,0,1,100000,1,2400
34,16,0,0,0,1,58500,1,1880
38,17,0,0,0,1,115000,1,2783
33,16,0,0,0,1,44000,1,1700
32,16,0,0,0,1,120000,1,3072
37,17,0,0,0,1,139000,1,2695
34,12,0,1,0,0,25300,1,2448
31,14,0,0,1,0,89000,1,2400
41,13,0,0,1,0,40000,1,1760
31,16,0,0,0,1,23000,1,2380
37,14,0,0,1,0,20000,1,1102
45,17,0,0,0,1,60752,1,1664
39,12,0,1,0,0,15700,1,2400
49,12,0,1,0,0,31000,1,2310
39,12,0,1,0,0,215000,1,2450
39,12,0,1,0,0,20000,1,2070
42,12,0,1,0,0,5344,1,688
43,14,0,0,1,0,28000,1,2200
40,15,0,0,1,0,28600,1,1670
37,17,0,0,0,1,34000,1,2241
36,17,0,0,0,1,30000,1,1806
48,8,1,0,0,0,729,1,180
39,12,0,1,0,0,21000,1,3269
50,12,0,1,0,0,18000,1,2550
49,12,0,1,0,0,27200,1,2999
45,12,0,1,0,0,7297,1,1595
38,13,0,0,1,0,15800,1,1980
39,14,0,0,1,0,39000,1,1960
44,17,0,0,0,1,33500,1,2000
44,17,0,0,0,1,53000,1,2050
48,16,0,0,0,1,53800,1,1960
48,16,0,0,0,1,25000,1,1862
50,17,0,0,0,1,48500,1,2133
42,12,0,1,0,0,22000,1,1960
32,15,0,0,1,0,270000,1,3125
30,14,0,0,1,0,10000,1,1560
47,13,0,0,1,0,18328,1,1656
41,12,0,1,0,0,69200,1,2640
33,11,1,0,0,0,26000,1,2376
44,14,0,0,1,0,48500,1,2832
35,13,0,0,1,0,25760,1,2080
35,12,0,1,0,0,12180,1,5840
35,16,0,0,0,1,16275,1,2550
33,14,0,0,1,0,55000,1,2174
30,17,0,0,0,1,33000,1,2080
43,16,0,0,0,1,54000,1,3795
41,16,0,0,0,1,25000,1,2000
34,15,0,0,1,0,33000,1,1799
31,17,0,0,0,1,97572,1,2156
49,12,0,1,0,0,55000,1,2734
32,12,0,1,0,0,18000,1,1680
50,15,0,0,1,0,38500,1,2340
45,17,0,0,0,1,53800,1,2227
43,16,0,0,0,1,70000,1,2350
34,12,0,1,0,0,30000,1,1272
32,16,0,0,0,1,34000,1,2127
40,12,0,1,0,0,30360,1,2232
39,13,0,0,1,0,40000,1,1960
38,12,0,1,0,0,36700,1,2127
42,13,0,0,1,0,48000,1,3360
39,13,0,0,1,0,34000,1,1872
33,12,0,1,0,0,22000,1,2400
36,12,0,1,0,0,72000,1,2750
31,12,0,1,0,0,62000,1,2789
46,16,0,0,0,1,39000,1,3334
30,16,0,0,0,1,77500,1,2430
38,13,0,0,1,0,0,0,3204
44,17,0,0,0,1,14000,1,3060
31,12,0,1,0,0,40380,1,2650
34,13,0,0,1,0,36000,1,2064
43,12,0,1,0,0,14000,1,3000
38,12,0,1,0,0,18000,1,2250
46,16,0,0,0,1,21900,1,1864
30,16,0,0,0,1,25000,1,1290
32,,,,,,,,
45,12,0,1,0,0,10873,1,2040
35,15,0,0,1,0,40000,1,3900
31,14,0,0,1,0,30000,1,2712
44,16,0,0,0,1,64000,1,3092
45,12,0,1,0,0,20000,1,2040
44,12,0,1,0,0,14000,1,1769
35,17,0,0,0,1,168000,1,3159
34,16,0,0,0,1,36500,1,1960
30,16,0,0,0,1,32576,1,1968
39,16,0,0,0,1,32000,1,1820
49,14,0,0,1,0,32500,1,2805
33,14,0,0,1,0,17000,1,1680
33,15,0,0,1,0,4440,1,520
35,13,0,0,1,0,37385,1,2541
